Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2017,1,1,0,30,0,0,0,0,0,0,0.2,1.327,211.5,97.56,0,990,N/A
2017,1,1,1,30,0,0,0,0,0,0,0.2,1.275,214.8,97.45,0,990,N/A
2017,1,1,2,30,0,0,0,0,0,0,0.2,1.2,219.1,97.42,0,990,N/A
2017,1,1,3,30,0,0,0,0,0,0,0.2,1.075,224.4,97.33,0,990,N/A
2017,1,1,4,30,0,0,0,0,0,0,0.2,0.902,235.9,97.38,0,990,N/A
2017,1,1,5,30,0,0,0,0,0,0,0.2,0.73,253,96.34,0,990,N/A
2017,1,1,6,30,0,0,0,0,0,0,0.2,0.607,270.8,94.12,0,990,N/A
2017,1,1,7,30,0,0,0,0,0,0,0.2,0.55,280.3,90.4,0,1000,N/A
2017,1,1,8,30,51,548,142,51,548,142,0.2,0.557,276,89.96,0,1000,N/A
2017,1,1,9,30,77,713,282,77,713,282,0.3,0.586,273.3,90.1,0,1000,N/A
2017,1,1,10,30,89,798,387,89,798,387,0.3,0.594,276.6,90.33,1,1000,N/A
2017,1,1,11,30,165,310,293,94,834,440,0.3,0.582,281.1,90.49,1,1000,N/A
2017,1,1,12,30,92,838,435,92,838,435,0.3,0.558,286.7,83.52,2,1000,N/A
2017,1,1,13,30,81,815,374,81,815,374,0.2,0.532,291.3,88.67,1,1000,N/A
2017,1,1,14,30,65,738,261,65,738,261,0.2,0.511,292.8,87.92,0,1000,N/A
2017,1,1,15,30,41,548,116,41,548,116,0.1,0.495,293.5,91.26,-1,1000,N/A
2017,1,1,16,30,0,0,0,0,0,0,0.2,0.484,295.6,88.88,-2,1010,N/A
2017,1,1,17,30,0,0,0,0,0,0,0.5,0.476,295.3,87.08,-3,1010,N/A
2017,1,1,18,30,0,0,0,0,0,0,0.6,0.475,293.1,89.86,-4,1010,N/A
2017,1,1,19,30,0,0,0,0,0,0,0.6,0.48,297.6,88.47,-4,1010,N/A
2017,1,1,20,30,0,0,0,0,0,0,0.7,0.489,307.3,88.14,-4,1010,N/A
2017,1,1,21,30,0,0,0,0,0,0,0.8,0.501,314.8,88.03,-4,1010,N/A
2017,1,1,22,30,0,0,0,0,0,0,0.9,0.516,313.4,88.5,-4,1010,N/A
2017,1,1,23,30,0,0,0,0,0,0,0.9,0.534,297.9,82.74,-3,1010,N/A
2017,1,2,0,30,0,0,0,0,0,0,0.8,0.55,279.1,83.2,-3,1010,N/A
2017,1,2,1,30,0,0,0,0,0,0,0.6,0.564,265.9,83.93,-3,1010,N/A
2017,1,2,2,30,0,0,0,0,0,0,0.7,0.583,248,84,-3,1010,N/A
2017,1,2,3,30,0,0,0,0,0,0,0.8,0.618,241.2,89.69,-4,1010,N/A
2017,1,2,4,30,0,0,0,0,0,0,0.6,0.664,253.3,83.16,-3,1010,N/A
2017,1,2,5,30,0,0,0,0,0,0,0.4,0.703,282.7,83.54,-3,1010,N/A
2017,1,2,6,30,0,0,0,0,0,0,0.4,0.715,342.9,89.66,-4,1010,N/A
2017,1,2,7,30,0,0,0,0,0,0,0.4,0.706,21.1,82.58,-3,1010,N/A
2017,1,2,8,30,54,401,121,47,578,143,0.2,0.708,51.8,79.81,-2,1010,N/A
2017,1,2,9,30,79,557,239,68,743,283,0.1,0.759,64.2,79.78,0,1010,N/A
2017,1,2,10,30,85,649,327,80,812,384,0.1,0.889,96.5,82.59,1,1010,N/A
2017,1,2,11,30,180,150,242,85,833,431,0.1,1.092,131.1,78.26,2,1010,N/A
2017,1,2,12,30,173,222,265,84,822,422,0.1,1.303,130.4,79.51,2,1010,N/A
2017,1,2,13,30,148,269,245,77,779,358,0.1,1.458,125.8,87.58,1,1010,N/A
2017,1,2,14,30,106,237,169,64,685,248,0.1,1.538,116,91.48,0,1010,N/A
2017,1,2,15,30,52,160,74,41,483,108,0.1,1.541,99.8,92.85,0,1010,N/A
2017,1,2,16,30,0,0,0,0,0,0,0.1,1.51,89.1,90.18,0,1010,N/A
2017,1,2,17,30,0,0,0,0,0,0,0.2,1.49,86.4,93.08,-1,1010,N/A
2017,1,2,18,30,0,0,0,0,0,0,0.1,1.488,89.7,92.7,-1,1010,N/A
2017,1,2,19,30,0,0,0,0,0,0,0.1,1.504,92.7,94.5,-1,1010,N/A
2017,1,2,20,30,0,0,0,0,0,0,0.1,1.532,100.5,91.42,0,1010,N/A
2017,1,2,21,30,0,0,0,0,0,0,0.1,1.555,104.3,95.18,0,1010,N/A
2017,1,2,22,30,0,0,0,0,0,0,0.1,1.588,103.1,99.18,0,1010,N/A
2017,1,2,23,30,0,0,0,0,0,0,0.1,1.631,87.8,94.59,0,1010,N/A
2017,1,3,0,30,0,0,0,0,0,0,0.1,1.676,80,97.95,0,1010,N/A
2017,1,3,1,30,0,0,0,0,0,0,0.1,1.733,84.9,99.91,0,1010,N/A
2017,1,3,2,30,0,0,0,0,0,0,0.2,1.811,84.3,100,0,1000,N/A
2017,1,3,3,30,0,0,0,0,0,0,0.2,1.898,81.7,100,0,1000,N/A
2017,1,3,4,30,0,0,0,0,0,0,0.2,1.968,74.9,100,0,1000,N/A
2017,1,3,5,30,0,0,0,0,0,0,0.2,2.024,77.7,100,1,1000,N/A
2017,1,3,6,30,0,0,0,0,0,0,0.2,2.073,78.2,100,1,1000,N/A
2017,1,3,7,30,0,0,0,0,0,0,0.2,2.117,75.3,100,1,1000,N/A
2017,1,3,8,30,13,0,13,57,380,120,0.2,2.169,84,100,1,1000,N/A
2017,1,3,9,30,27,0,27,77,590,248,0.3,2.235,87.5,100,1,1000,N/A
2017,1,3,10,30,53,0,53,91,667,341,0.3,2.297,84.2,100,1,1000,N/A
2017,1,3,11,30,58,0,58,93,712,391,0.3,2.33,79.9,100,1,1000,N/A
2017,1,3,12,30,56,0,56,85,738,390,0.3,2.357,76.5,100,1,990,N/A
2017,1,3,13,30,52,0,52,79,699,332,0.3,2.418,73.1,100,1,990,N/A
2017,1,3,14,30,36,0,36,65,610,231,0.3,2.486,68.2,100,1,990,N/A
2017,1,3,15,30,16,0,16,41,435,103,0.3,2.527,65.2,100,1,990,N/A
2017,1,3,16,30,0,0,0,0,0,0,0.3,2.541,62.7,100,1,990,N/A
2017,1,3,17,30,0,0,0,0,0,0,0.3,2.526,63,100,1,990,N/A
2017,1,3,18,30,0,0,0,0,0,0,0.3,2.49,62.5,100,1,980,N/A
2017,1,3,19,30,0,0,0,0,0,0,0.3,2.409,58.8,100,1,980,N/A
2017,1,3,20,30,0,0,0,0,0,0,0.2,2.263,56,100,1,980,N/A
2017,1,3,21,30,0,0,0,0,0,0,0.2,2.114,54,100,1,980,N/A
2017,1,3,22,30,0,0,0,0,0,0,0.2,2.082,52.9,100,1,980,N/A
2017,1,3,23,30,0,0,0,0,0,0,0.1,2.216,42.3,100,1,980,N/A
2017,1,4,0,30,0,0,0,0,0,0,0.1,2.324,23.3,100,1,980,N/A
2017,1,4,1,30,0,0,0,0,0,0,0.1,2.261,351,100,1,980,N/A
2017,1,4,2,30,0,0,0,0,0,0,0.1,2.093,323.3,100,0,980,N/A
2017,1,4,3,30,0,0,0,0,0,0,0.1,1.882,312.4,100,0,970,N/A
2017,1,4,4,30,0,0,0,0,0,0,0.1,1.753,287.3,98.27,0,970,N/A
2017,1,4,5,30,0,0,0,0,0,0,0.1,1.769,259.3,96.65,0,980,N/A
2017,1,4,6,30,0,0,0,0,0,0,0.1,1.762,247.1,97.45,0,980,N/A
2017,1,4,7,30,0,0,0,0,0,0,0.2,1.678,240,100,0,980,N/A
2017,1,4,8,30,58,384,122,58,384,122,0.2,1.596,241.1,100,1,980,N/A
2017,1,4,9,30,122,168,170,78,601,253,0.2,1.51,242.2,100,2,980,N/A
2017,1,4,10,30,158,196,232,76,756,360,0.2,1.447,249.7,100,3,980,N/A
2017,1,4,11,30,110,0,110,84,776,409,0.2,1.401,258,99.24,4,980,N/A
2017,1,4,12,30,164,31,177,87,767,405,0.3,1.296,259.6,100,4,980,N/A
2017,1,4,13,30,103,0,103,76,753,351,0.3,1.132,262.7,98.9,4,980,N/A
2017,1,4,14,30,72,0,72,64,674,248,0.2,0.986,266.1,100,3,980,N/A
2017,1,4,15,30,32,0,32,43,474,112,0.2,0.893,268.5,100,2,980,N/A
2017,1,4,16,30,0,0,0,0,0,0,0.2,0.823,270.8,100,1,980,N/A
2017,1,4,17,30,0,0,0,0,0,0,0.2,0.728,276.7,100,1,980,N/A
2017,1,4,18,30,0,0,0,0,0,0,0.3,0.598,283.3,99.91,0,980,N/A
2017,1,4,19,30,0,0,0,0,0,0,0.4,0.485,287.3,95.23,0,980,N/A
2017,1,4,20,30,0,0,0,0,0,0,0.3,0.426,287.6,87.77,-1,980,N/A
2017,1,4,21,30,0,0,0,0,0,0,0.3,0.404,284.1,84.62,-2,980,N/A
2017,1,4,22,30,0,0,0,0,0,0,0.3,0.395,281.6,83.15,-3,980,N/A
2017,1,4,23,30,0,0,0,0,0,0,0.3,0.387,280.2,77.87,-3,980,N/A
2017,1,5,0,30,0,0,0,0,0,0,0.3,0.376,278.7,80.74,-4,980,N/A
2017,1,5,1,30,0,0,0,0,0,0,0.3,0.361,277.3,77.72,-4,990,N/A
2017,1,5,2,30,0,0,0,0,0,0,0.4,0.34,275.8,73.27,-4,990,N/A
2017,1,5,3,30,0,0,0,0,0,0,0.4,0.316,274.8,68.95,-4,990,N/A
2017,1,5,4,30,0,0,0,0,0,0,0.4,0.303,273.8,69.53,-5,990,N/A
2017,1,5,5,30,0,0,0,0,0,0,0.3,0.301,269.5,66.3,-5,990,N/A
2017,1,5,6,30,0,0,0,0,0,0,0.3,0.308,263.6,69.42,-6,990,N/A
2017,1,5,7,30,0,0,0,0,0,0,0.3,0.323,260.3,63.31,-5,990,N/A
2017,1,5,8,30,49,600,150,49,600,150,0.3,0.341,256.2,61.47,-4,990,N/A
2017,1,5,9,30,70,769,294,70,769,294,0.4,0.363,257.9,58.53,-3,990,N/A
2017,1,5,10,30,85,654,332,84,838,400,0.4,0.397,263.8,55.02,-2,990,N/A
2017,1,5,11,30,89,695,381,91,860,452,0.4,0.456,268.9,55.4,-2,990,N/A
2017,1,5,12,30,117,573,356,93,843,445,0.3,0.526,267.2,56.57,-2,990,N/A
2017,1,5,13,30,65,739,337,89,791,379,0.3,0.579,265.6,57.9,-2,990,N/A
2017,1,5,14,30,73,699,266,73,699,266,0.2,0.607,266.1,59,-2,990,N/A
2017,1,5,15,30,48,493,121,48,493,121,0.2,0.602,266.6,64.37,-3,990,N/A
2017,1,5,16,30,0,0,0,0,0,0,0.2,0.592,265.4,69.35,-4,990,N/A
2017,1,5,17,30,0,0,0,0,0,0,0.3,0.606,256.5,75.2,-5,990,N/A
2017,1,5,18,30,0,0,0,0,0,0,0.3,0.629,245.4,80.36,-6,990,N/A
2017,1,5,19,30,0,0,0,0,0,0,0.3,0.653,240,79.78,-6,990,N/A
2017,1,5,20,30,0,0,0,0,0,0,0.3,0.685,233.7,75.55,-5,990,N/A
2017,1,5,21,30,0,0,0,0,0,0,0.2,0.715,228.1,79.11,-5,990,N/A
2017,1,5,22,30,0,0,0,0,0,0,0.2,0.728,221.7,82.42,-5,990,N/A
2017,1,5,23,30,0,0,0,0,0,0,0.2,0.73,223,84.07,-5,990,N/A
2017,1,6,0,30,0,0,0,0,0,0,0.2,0.728,223.5,85.24,-5,990,N/A
2017,1,6,1,30,0,0,0,0,0,0,0.2,0.722,223.3,86.49,-5,990,N/A
2017,1,6,2,30,0,0,0,0,0,0,0.2,0.714,226.3,87.92,-5,990,N/A
2017,1,6,3,30,0,0,0,0,0,0,0.2,0.706,237.9,88.89,-5,990,N/A
2017,1,6,4,30,0,0,0,0,0,0,0.2,0.698,254.1,88.69,-5,990,N/A
2017,1,6,5,30,0,0,0,0,0,0,0.2,0.687,264.4,87.85,-5,990,N/A
2017,1,6,6,30,0,0,0,0,0,0,0.3,0.667,275.5,86.06,-5,990,N/A
2017,1,6,7,30,0,0,0,0,0,0,0.2,0.621,283.8,83.74,-5,1000,N/A
2017,1,6,8,30,54,521,142,54,521,142,0.2,0.546,298.6,74.78,-4,1000,N/A
2017,1,6,9,30,75,730,289,75,730,289,0.2,0.476,312.2,66.56,-3,1000,N/A
2017,1,6,10,30,89,638,331,86,827,399,0.3,0.426,311.9,59.28,-2,1000,N/A
2017,1,6,11,30,118,578,362,91,867,457,0.3,0.393,308.8,57.54,-2,1000,N/A
2017,1,6,12,30,90,685,378,88,876,455,0.3,0.378,309.1,56.49,-2,1000,N/A
2017,1,6,13,30,80,845,392,80,845,392,0.3,0.396,309.1,55.74,-2,1000,N/A
2017,1,6,14,30,67,754,277,67,754,277,0.2,0.415,310.5,58.77,-3,1000,N/A
2017,1,6,15,30,45,562,129,45,562,129,0.2,0.409,313,66.55,-5,1000,N/A
2017,1,6,16,30,0,0,0,0,0,0,0.3,0.399,311,68.5,-6,1000,N/A
2017,1,6,17,30,0,0,0,0,0,0,0.4,0.385,307.6,73.3,-7,1000,N/A
2017,1,6,18,30,0,0,0,0,0,0,0.4,0.361,313,72.65,-7,1000,N/A
2017,1,6,19,30,0,0,0,0,0,0,0.4,0.339,308.7,75.5,-8,1000,N/A
2017,1,6,20,30,0,0,0,0,0,0,0.4,0.326,302,78.43,-9,1000,N/A
2017,1,6,21,30,0,0,0,0,0,0,0.4,0.314,307.4,82.68,-10,1000,N/A
2017,1,6,22,30,0,0,0,0,0,0,0.4,0.294,317.6,81.51,-10,1000,N/A
2017,1,6,23,30,0,0,0,0,0,0,0.4,0.283,321,80.02,-11,1000,N/A
2017,1,7,0,30,0,0,0,0,0,0,0.4,0.294,311,84.99,-11,1000,N/A
2017,1,7,1,30,0,0,0,0,0,0,0.4,0.322,322.9,82.99,-11,1000,N/A
2017,1,7,2,30,0,0,0,0,0,0,0.4,0.367,332.4,82.3,-11,1000,N/A
2017,1,7,3,30,0,0,0,0,0,0,0.3,0.422,327.3,75.99,-10,1010,N/A
2017,1,7,4,30,0,0,0,0,0,0,0.3,0.472,331,77.17,-10,1010,N/A
2017,1,7,5,30,0,0,0,0,0,0,0.3,0.519,339.6,71.88,-9,1010,N/A
2017,1,7,6,30,0,0,0,0,0,0,0.3,0.562,336.4,72.63,-9,1010,N/A
2017,1,7,7,30,0,0,0,0,0,0,0.2,0.6,347.3,67.76,-8,1010,N/A
2017,1,7,8,30,53,0,53,51,555,145,0.2,0.638,359.1,65.5,-7,1010,N/A
2017,1,7,9,30,104,2,105,74,723,286,0.2,0.686,14,69.4,-7,1010,N/A
2017,1,7,10,30,95,0,95,89,797,392,0.2,0.746,16.3,66.2,-7,1010,N/A
2017,1,7,11,30,85,0,85,97,818,444,0.2,0.803,17.1,67.45,-6,1000,N/A
2017,1,7,12,30,101,0,101,98,810,439,0.2,0.841,18,68.87,-6,1000,N/A
2017,1,7,13,30,14,0,14,92,767,378,0.3,0.849,18.2,70.41,-6,1000,N/A
2017,1,7,14,30,10,0,10,79,666,266,0.3,0.837,14.2,71.79,-6,1000,N/A
2017,1,7,15,30,4,0,4,51,467,123,0.2,0.807,10.4,79.19,-7,1000,N/A
2017,1,7,16,30,0,0,0,0,0,0,0.2,0.76,4.3,79.94,-7,1000,N/A
2017,1,7,17,30,0,0,0,0,0,0,0.3,0.707,0.9,79.56,-7,1000,N/A
2017,1,7,18,30,0,0,0,0,0,0,0.3,0.664,358.3,85.38,-8,1000,N/A
2017,1,7,19,30,0,0,0,0,0,0,0.3,0.626,354.4,84.95,-8,1000,N/A
2017,1,7,20,30,0,0,0,0,0,0,0.3,0.583,352.4,84.8,-8,1000,N/A
2017,1,7,21,30,0,0,0,0,0,0,0.3,0.535,351.3,84.35,-8,1000,N/A
2017,1,7,22,30,0,0,0,0,0,0,0.3,0.475,352.5,81.88,-8,1000,N/A
2017,1,7,23,30,0,0,0,0,0,0,0.3,0.403,347.5,77.71,-8,1000,N/A
2017,1,8,0,30,0,0,0,0,0,0,0.3,0.322,341.4,77.99,-9,1000,N/A
2017,1,8,1,30,0,0,0,0,0,0,0.4,0.249,329.9,80.26,-11,1000,N/A
2017,1,8,2,30,0,0,0,0,0,0,0.5,0.206,316.8,76.87,-12,1000,N/A
2017,1,8,3,30,0,0,0,0,0,0,0.6,0.191,308.2,78.57,-13,1000,N/A
2017,1,8,4,30,0,0,0,0,0,0,0.7,0.187,301.2,82.77,-14,1000,N/A
2017,1,8,5,30,0,0,0,0,0,0,0.6,0.186,296.5,81.09,-14,1000,N/A
2017,1,8,6,30,0,0,0,0,0,0,0.6,0.191,292.7,80.15,-14,1000,N/A
2017,1,8,7,30,0,0,0,0,0,0,0.5,0.205,288.6,74.86,-13,1000,N/A
2017,1,8,8,30,51,595,153,51,595,153,0.3,0.225,288.1,63.21,-10,1000,N/A
2017,1,8,9,30,81,735,298,81,735,298,0.3,0.244,296.9,61.18,-8,1000,N/A
2017,1,8,10,30,110,770,403,110,770,403,0.3,0.256,299.1,64.88,-8,1000,N/A
2017,1,8,11,30,114,597,369,126,780,458,0.3,0.26,299.5,67.44,-8,1000,N/A
2017,1,8,12,30,133,512,350,129,768,454,0.3,0.261,298.6,63.24,-7,1000,N/A
2017,1,8,13,30,126,432,288,110,759,394,0.3,0.264,298.1,63.95,-7,1000,N/A
2017,1,8,14,30,117,299,202,99,626,276,0.2,0.268,297.2,70.02,-8,1000,N/A
2017,1,8,15,30,68,375,126,68,375,126,0.2,0.271,295.6,71.2,-8,1000,N/A
2017,1,8,16,30,0,0,0,0,0,0,0.2,0.269,296.2,74.62,-9,1000,N/A
2017,1,8,17,30,0,0,0,0,0,0,0.3,0.263,299.7,72.43,-10,1010,N/A
2017,1,8,18,30,0,0,0,0,0,0,0.3,0.254,302.8,76.87,-10,1010,N/A
2017,1,8,19,30,0,0,0,0,0,0,0.3,0.238,303.8,73.94,-10,1010,N/A
2017,1,8,20,30,0,0,0,0,0,0,0.3,0.214,305.2,74.81,-11,1010,N/A
2017,1,8,21,30,0,0,0,0,0,0,0.3,0.186,305.7,75.8,-12,1010,N/A
2017,1,8,22,30,0,0,0,0,0,0,0.3,0.162,302.3,75.08,-13,1010,N/A
2017,1,8,23,30,0,0,0,0,0,0,0.4,0.145,296.3,73.7,-14,1010,N/A
2017,1,9,0,30,0,0,0,0,0,0,0.4,0.136,293.5,72.69,-15,1010,N/A
2017,1,9,1,30,0,0,0,0,0,0,0.5,0.134,291.8,74.95,-16,1010,N/A
2017,1,9,2,30,0,0,0,0,0,0,0.6,0.141,289.6,73.21,-16,1010,N/A
2017,1,9,3,30,0,0,0,0,0,0,0.7,0.153,287.8,78.5,-17,1010,N/A
2017,1,9,4,30,0,0,0,0,0,0,0.6,0.166,284.4,77.72,-17,1010,N/A
2017,1,9,5,30,0,0,0,0,0,0,0.6,0.18,282.5,77.26,-17,1020,N/A
2017,1,9,6,30,0,0,0,0,0,0,0.6,0.193,281.4,77.03,-17,1020,N/A
2017,1,9,7,30,0,0,0,0,0,0,0.5,0.208,279,71.45,-16,1020,N/A
2017,1,9,8,30,51,447,127,49,620,155,0.3,0.226,286.9,58.21,-13,1020,N/A
2017,1,9,9,30,75,583,248,74,769,302,0.2,0.251,290.6,61.51,-11,1020,N/A
2017,1,9,10,30,87,650,337,93,826,410,0.2,0.277,284.3,59.5,-9,1020,N/A
2017,1,9,11,30,91,691,387,104,843,465,0.2,0.301,265.3,60.42,-8,1020,N/A
2017,1,9,12,30,135,501,349,106,831,460,0.2,0.323,235.2,59.79,-7,1020,N/A
2017,1,9,13,30,126,499,314,100,783,396,0.2,0.341,214.9,63.12,-7,1020,N/A
2017,1,9,14,30,97,439,223,82,695,282,0.2,0.356,203.5,65.12,-7,1020,N/A
2017,1,9,15,30,61,283,106,53,504,133,0.2,0.368,192.2,77.35,-9,1020,N/A
2017,1,9,16,30,0,0,0,0,0,0,0.3,0.377,177.4,77.62,-10,1020,N/A
2017,1,9,17,30,0,0,0,0,0,0,0.4,0.386,178.5,79.21,-11,1020,N/A
2017,1,9,18,30,0,0,0,0,0,0,0.4,0.39,184.6,79.66,-11,1020,N/A
2017,1,9,19,30,0,0,0,0,0,0,0.3,0.379,189.5,81.81,-11,1020,N/A
2017,1,9,20,30,0,0,0,0,0,0,0.3,0.354,197.2,82.37,-11,1020,N/A
2017,1,9,21,30,0,0,0,0,0,0,0.4,0.327,202.4,87.76,-12,1020,N/A
2017,1,9,22,30,0,0,0,0,0,0,0.5,0.311,204.1,93.89,-13,1010,N/A
2017,1,9,23,30,0,0,0,0,0,0,0.5,0.305,205.7,86.06,-12,1010,N/A
2017,1,10,0,30,0,0,0,0,0,0,0.5,0.309,209.8,86.47,-12,1010,N/A
2017,1,10,1,30,0,0,0,0,0,0,0.5,0.318,212,92.69,-13,1010,N/A
2017,1,10,2,30,0,0,0,0,0,0,0.5,0.328,210.7,91.78,-13,1020,N/A
2017,1,10,3,30,0,0,0,0,0,0,0.5,0.34,206.8,91.37,-13,1020,N/A
2017,1,10,4,30,0,0,0,0,0,0,0.5,0.366,206.4,91.32,-13,1020,N/A
2017,1,10,5,30,0,0,0,0,0,0,0.5,0.408,200.1,91.43,-13,1020,N/A
2017,1,10,6,30,0,0,0,0,0,0,0.5,0.456,187.3,85.12,-12,1020,N/A
2017,1,10,7,30,10,0,10,11,130,13,0.3,0.504,175.7,79.81,-11,1020,N/A
2017,1,10,8,30,61,312,115,50,578,149,0.2,0.554,170.1,75.5,-9,1020,N/A
2017,1,10,9,30,100,423,226,73,742,293,0.2,0.623,165.5,73.09,-7,1010,N/A
2017,1,10,10,30,123,474,306,93,789,397,0.3,0.717,175.6,70.74,-5,1010,N/A
2017,1,10,11,30,157,401,329,104,804,450,0.3,0.818,178.4,70.79,-3,1010,N/A
2017,1,10,12,30,173,300,301,113,770,443,0.4,0.92,176.4,71.27,-1,1010,N/A
2017,1,10,13,30,149,297,262,122,666,376,0.4,1.041,171,80.97,-1,1010,N/A
2017,1,10,14,30,130,182,183,108,534,263,0.4,1.178,166.6,89.58,-1,1010,N/A
2017,1,10,15,30,68,107,85,68,332,122,0.4,1.307,166.7,89.45,0,1010,N/A
2017,1,10,16,30,0,0,0,0,0,0,0.4,1.428,169.9,93.85,0,1010,N/A
2017,1,10,17,30,0,0,0,0,0,0,0.4,1.563,173.2,91,0,1010,N/A
2017,1,10,18,30,0,0,0,0,0,0,0.4,1.661,176.3,94.93,0,1010,N/A
2017,1,10,19,30,0,0,0,0,0,0,0.5,1.61,175.2,99.34,0,1010,N/A
2017,1,10,20,30,0,0,0,0,0,0,0.5,1.521,172.6,100,1,1010,N/A
2017,1,10,21,30,0,0,0,0,0,0,0.6,1.553,173.9,100,2,1000,N/A
2017,1,10,22,30,0,0,0,0,0,0,0.6,1.656,177.8,100,2,1000,N/A
2017,1,10,23,30,0,0,0,0,0,0,0.7,1.784,182.2,100,3,1000,N/A
2017,1,11,0,30,0,0,0,0,0,0,0.7,1.923,189.4,100,3,1000,N/A
2017,1,11,1,30,0,0,0,0,0,0,0.7,2.031,193.7,100,4,1000,N/A
2017,1,11,2,30,0,0,0,0,0,0,0.7,2.058,195.8,100,4,1000,N/A
2017,1,11,3,30,0,0,0,0,0,0,0.7,1.971,199.8,100,3,1000,N/A
2017,1,11,4,30,0,0,0,0,0,0,0.6,1.664,208.1,100,3,1000,N/A
2017,1,11,5,30,0,0,0,0,0,0,0.6,1.16,215.8,100,3,1000,N/A
2017,1,11,6,30,0,0,0,0,0,0,0.5,0.746,222.9,100,3,1000,N/A
2017,1,11,7,30,11,107,13,11,107,13,0.4,0.571,227.2,100,3,1000,N/A
2017,1,11,8,30,46,571,145,46,571,145,0.4,0.541,228.2,100,3,1000,N/A
2017,1,11,9,30,61,758,288,61,758,288,0.4,0.498,231.5,98.97,4,1000,N/A
2017,1,11,10,30,64,867,400,64,867,400,0.4,0.417,235.1,88.36,6,1000,N/A
2017,1,11,11,30,64,914,459,64,914,459,0.3,0.394,240.8,83.52,7,1000,N/A
2017,1,11,12,30,99,665,385,62,913,456,0.3,0.441,241,78.6,8,1000,N/A
2017,1,11,13,30,162,92,198,59,873,394,0.2,0.526,217.6,87.09,7,1000,N/A
2017,1,11,14,30,118,81,142,53,787,283,0.2,0.624,198.7,100,5,1000,N/A
2017,1,11,15,30,61,51,70,39,612,139,0.2,0.692,192.8,100,3,1000,N/A
2017,1,11,16,30,0,0,0,0,0,0,0.2,0.715,195.3,100,2,1000,N/A
2017,1,11,17,30,0,0,0,0,0,0,0.2,0.715,195.3,100,2,1000,N/A
2017,1,11,18,30,0,0,0,0,0,0,0.2,0.7,190.3,100,2,1000,N/A
2017,1,11,19,30,0,0,0,0,0,0,0.2,0.672,185.2,100,2,1000,N/A
2017,1,11,20,30,0,0,0,0,0,0,0.3,0.677,183.6,100,2,1000,N/A
2017,1,11,21,30,0,0,0,0,0,0,0.3,0.89,180.8,100,2,1000,N/A
2017,1,11,22,30,0,0,0,0,0,0,0.3,1.447,185.5,100,2,1000,N/A
2017,1,11,23,30,0,0,0,0,0,0,0.3,2.063,186,100,3,1000,N/A
2017,1,12,0,30,0,0,0,0,0,0,0.3,2.402,168.9,100,3,1000,N/A
2017,1,12,1,30,0,0,0,0,0,0,0.3,2.534,162.3,100,3,1000,N/A
2017,1,12,2,30,0,0,0,0,0,0,0.4,2.549,173.6,100,4,1000,N/A
2017,1,12,3,30,0,0,0,0,0,0,0.4,2.447,201.3,100,5,1000,N/A
2017,1,12,4,30,0,0,0,0,0,0,0.4,2.406,209.1,100,6,1000,N/A
2017,1,12,5,30,0,0,0,0,0,0,0.4,2.516,202.5,100,6,1000,N/A
2017,1,12,6,30,0,0,0,0,0,0,0.4,2.548,200.9,100,6,1000,N/A
2017,1,12,7,30,6,0,6,10,61,11,0.4,2.497,203.6,100,6,1000,N/A
2017,1,12,8,30,65,55,75,51,456,130,0.4,2.522,208,100,7,1000,N/A
2017,1,12,9,30,124,90,151,70,635,261,0.4,2.601,209.1,100,9,1000,N/A
2017,1,12,10,30,168,95,205,88,685,355,0.4,2.715,213.6,100,10,1000,N/A
2017,1,12,11,30,105,0,105,95,713,405,0.4,2.825,219,98.22,11,990,N/A
2017,1,12,12,30,160,13,166,93,718,404,0.4,2.91,215.7,100,11,990,N/A
2017,1,12,13,30,42,0,42,84,690,350,0.4,2.987,210.8,100,11,990,N/A
2017,1,12,14,30,30,0,30,72,601,250,0.4,3.016,208.7,100,11,990,N/A
2017,1,12,15,30,14,0,14,52,407,120,0.4,2.866,209.2,100,11,990,N/A
2017,1,12,16,30,0,0,0,0,0,0,0.5,2.746,203.8,100,11,990,N/A
2017,1,12,17,30,0,0,0,0,0,0,0.6,2.886,211.3,100,11,990,N/A
2017,1,12,18,30,0,0,0,0,0,0,0.5,2.92,226.4,100,12,990,N/A
2017,1,12,19,30,0,0,0,0,0,0,0.4,2.632,237,100,11,990,N/A
2017,1,12,20,30,0,0,0,0,0,0,0.4,2.296,240.2,100,11,1000,N/A
2017,1,12,21,30,0,0,0,0,0,0,0.3,2.032,250.8,100,10,1000,N/A
2017,1,12,22,30,0,0,0,0,0,0,0.3,1.756,265.4,100,9,1000,N/A
2017,1,12,23,30,0,0,0,0,0,0,0.4,1.489,278.4,100,8,1000,N/A
2017,1,13,0,30,0,0,0,0,0,0,0.4,1.253,285.5,100,6,1000,N/A
2017,1,13,1,30,0,0,0,0,0,0,0.5,1.065,287.6,100,4,1000,N/A
2017,1,13,2,30,0,0,0,0,0,0,0.5,0.935,288.2,100,2,1000,N/A
2017,1,13,3,30,0,0,0,0,0,0,0.5,0.838,292,100,1,1000,N/A
2017,1,13,4,30,0,0,0,0,0,0,0.6,0.752,295.2,98.22,0,1000,N/A
